id,origin,title,author,description,image
5630,Canadian,The Precipice,Hugh MacLennan,"The Precipice is the sweeping story of Lucy Cameron, a young woman who seems destined to live and die in small-town Ontario. Into this place of monotony and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-precipice2/9780773542679_cover/420624450-1-eng-CA/9780773542679_cover_coverbookpage_embed.jpg
5631,Canadian,The Pregnancy Plan,Brenda Harlen,"Ashley Roarke was going to have a baby… whether she had a husband or not! Once upon a time she'd thought she'd be marrying Cameron Turcotte, her high school ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-pregnancy-plan3/9780373655205_cover/420298454-1-eng-CA/9780373655205_cover_coverbookpage_embed.jpg
5632,Canadian,The Pregnancy Secret,Cara Colter,Back in her husband's arms!&nbsp;Jessica Brennan couldn't wait to marry gorgeous Kade and fill their rickety house with children. Not being able to live that dream ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-pregnancy-secret2/9780373743360_cover/420206193-1-eng-CA/9780373743360_cover_coverbookpage_embed.jpg
5633,Canadian,The Price of Love and Other Stories,Peter Robinson,"A dozen of the very best mystery stories from crime-fiction’s maestro, including one brand new Inspector Banks story.Best known — and much admired — for ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-price-of-love-and-other-stories/9780771075445_cover/100001405-1-eng-CA/9780771075445_cover_coverbookpage_embed.jpg
5634,Canadian,The Prince and the Nanny,Cara Colter,"Her royal boss!Feisty redhead Prudence Winslow is down to her last cent and cynical about finding Mr. Right, so she has sworn off men?for a year!But then she ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-prince-and-the-nanny2/9780373039401_cover/420024580-1-eng-CA/9780373039401_cover_coverbookpage_embed.jpg
5635,Canadian,The Princeling of Nanjing,Ian Hamilton,"Ava is in Shanghai for the launch of the PÖ clothing line. She has invited Xu, and over the course of the glitzy event and a late-night dinner, she detects a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-princeling-of-nanjing/9781770899537_cover/423229109-1-eng-CA/9781770899537_cover_coverbookpage_embed.jpg
5636,Canadian,The Prince of Neither Here Nor There,Sean Cullen,"With a pimply face and braces on his teeth, the perpetually clumsy Brendan is having a hard time at school. When he starts hearing voices and conversing with ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-prince-of-neither-here-nor-there3/9780143171201_cover/284725374-1-eng-CA/9780143171201_cover_coverbookpage_embed.jpg
5637,Canadian,The Prince's Cowgirl Bride,Brenda Harlen,Sometimes it seems that Prince Marcus wants to flee from our Mediterranean paradise of Tesoro del Mar?and even pretend he isn't one of the world's most ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-prince-s-cowgirl-bride2/9780373249206_cover/420206448-1-eng-CA/9780373249206_cover_coverbookpage_embed.jpg
5638,Canadian,The Prince's Holiday Baby,Brenda Harlen,"Eric Santiago may be a prince who doesn't kiss and tell, but sources have confirmed that the royal bachelor is going to be a father!Now the former naval ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-prince-s-holiday-baby2/9780373249428_cover/420177106-1-eng-CA/9780373249428_cover_coverbookpage_embed.jpg
5639,Canadian,The Prince's Royal Dilemma,Brenda Harlen,"Lovely ladies of Tesoro Del Mar, it's your lucky day! The brand-new?and undeniably dreamy?Crown Prince Rowan must marry in six months or give up the throne.But ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-prince-s-royal-dilemma2/9780373248988_cover/420205437-1-eng-CA/9780373248988_cover_coverbookpage_embed.jpg
5640,Canadian,The Princess and the Goblin and Other Fairy Tales,George Macdonald,George MacDonald’s Victorian fairy tales transformed the genre of fantasy. His work also shaped the next generation of both children’s literature and ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-princess-and-the-goblin-and-other-fairy-tales/9781554810079_cover/425655489-1-eng-CA/9781554810079_cover_coverbookpage_embed.jpg
5641,Canadian,The Prince's Second Chance,Brenda Harlen,"Advice columnist Gabriella Vasquez had it all?a high-profile newspaper job, a beautiful daughter?and a powerful secret. The father of her child was none other ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-prince-s-second-chance2/9780373655823_cover/420253141-1-eng-CA/9780373655823_cover_coverbookpage_embed.jpg
5642,Canadian,The Printmaker's Daughter,Katherine Govier,A lost voice of old Japan reclaims her rightful place inhistory in this breathtaking work of imagination and scholarship from award-winning and internationally ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-printmaker-s-daughter/9780062000361_cover/424266288-1-eng-CA/9780062000361_cover_coverbookpage_embed.jpg
5643,Canadian,The Privilege of Peace,Tanya Huff,"Now in mass market, former space marine Torin Kerr returns for one final adventure to save the Confederation in the last book of the military science fiction ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-privilege-of-peace/9780756411541_cover/391592015-1-eng-CA/9780756411541_cover_coverbookpage_embed.jpg
5644,Canadian,The Promise,Bill Gallaher,"It was 1862 and the Cariboo Gold Rush was in full swing. Sophia Cameron, the Beauty of Barkerville, lay dying of typhoid when her husband, John Cariboo ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-promise/9781894898836_cover/408426163-1-eng-CA/9781894898836_cover_coverbookpage_embed.jpg
5645,Canadian,The Promise of Provence,Patricia Sands,"On the evening of her twenty-second wedding anniversary, Katherine Price can’t wait to celebrate. But instead of receiving an anniversary card from her ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-promise-of-provence/9781503945647_cover/252468379-1-eng-CA/9781503945647_cover_coverbookpage_embed.jpg
5646,Canadian,The Promise of Rain,Donna Milner,"Ethie Coulter was born after her father Howard returned from the war in 1945. She never knew him as he was before, never knew that he had been an open, loving ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-promise-of-rain3/9781927575284_cover/419834398-1-eng-CA/9781927575284_cover_coverbookpage_embed.jpg
5647,Canadian,The Promise of Water,Judy LeBlanc,"Water inundates the lives of the characters in these Vancouver Island stories. A tree cutter, from atop a giant fir overlooking a sweeping ocean view, urinates ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-promise-of-water/9780889823204_cover/263420608-1-eng-CA/9780889823204_cover_coverbookpage_embed.jpg
5648,Canadian,The Prophecy Con,Patrick Weekes,Book Two in the Rogues of the Republic series.Who would have thought a book of naughty poems by elves could mean the difference between war and peace? But if ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-prophecy-con2/9781477824719_cover/222755655-1-eng-CA/9781477824719_cover_coverbookpage_embed.jpg
5649,Canadian,The Prophet's Camel Bell,Margaret Laurence,"When Margaret Laurence set out for Somaliland with her engineer husband in 1950, she confronted the difficulty of communication between peoples of vastly ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-prophet-s-camel-bell2/9780771046292_cover/385777788-1-eng-CA/9780771046292_cover_coverbookpage_embed.jpg
5650,Canadian,The Pull of the Moon,Julie Paul,Winner of the 2015 City of Victoria Butler Book PrizeA Globe and Mail top 100 pick for 2014Winner of a 2015 Independent Publisher Book Award Bronze Medal ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-pull-of-the-moon/9781927366325_cover/408173897-1-eng-CA/9781927366325_cover_coverbookpage_embed.jpg
5651,Canadian,The Purchase,Linda Spalding,"In 1798, Daniel Dickinson, a young Quaker father and widower, leaves his home in Pennsylvania to establish a new life. He sets out with two horses, a wagonful ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-purchase/9780771079351_cover/233237505-1-eng-CA/9780771079351_cover_coverbookpage_embed.jpg
5652,Canadian,The Purple Cloud Project,Adolfo E. Ramirez,"On May 1st, the planet was attacked by a mysterious army. Their identity and their place of origin are still unknown. Their objective, however, is clear: ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-purple-cloud-project/9781988281018_cover/286788743-1-eng-CA/9781988281018_cover_coverbookpage_embed.jpg
5653,Canadian,The Puzzle Box,The Apocalyptic Four,An intriguing anthology where reality is transient and the puzzle box holds the key to the meaning of life.Archeology Professor Albert Mallory understands ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-puzzle-box/9781770530409_cover/354911412-1-eng-CA/9781770530409_cover_coverbookpage_embed.jpg
5654,Canadian,The Qliphoth,Paul A. Green,"This unique fusion of occultural fantasy and speculative fiction evokes a subversive transmutation of everyday life, in which Qabalistic magick elides with ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-qliphoth/9780978186500_cover/232664565-1-eng-CA/9780978186500_cover_coverbookpage_embed.jpg
5655,Canadian,The Queen of Unforgetting,Sylvia Maultash Warsh,Approaching a scholar and critic as legendary as Northrop Frye is a daunting task - but not for Mel Montrose. Armed with a prestigious academicaward and a ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-queen-of-unforgetting/9781897151723_cover/59463825-1-eng-CA/9781897151723_cover_coverbookpage_embed.jpg
5656,Canadian,The Quest,Manolis Aligizakis,The Quest is the story about a young boy’s dream of someday returning to his family’s home on the island of Crete. Pericles grew up listening to his ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-quest/9781771712835_cover/423185645-1-eng-CA/9781771712835_cover_coverbookpage_embed.jpg
5657,Canadian,The Quiet Twin,Dan Vyleta,"In Nazi-occupied Vienna, a string of unsolved murdershas thrown the residents of one apartment building intoa state of uneasy watchfulness. Anton Beer, a young ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-quiet-twin/9781554689040_cover/210545065-1-eng-CA/9781554689040_cover_coverbookpage_embed.jpg
5658,Canadian,The Quintland Sisters,Shelley Wood,"&quot;A historical novel that will enthrall you... I was utterly captivated...&quot; —&nbsp;Joanna Goodman, author of&nbsp;The Home for Unwanted GirlsAN INTERNATIONAL BESTSELLER ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-quintland-sisters2/9780062839091_cover/424418671-1-eng-CA/9780062839091_cover_coverbookpage_embed.jpg
5659,Canadian,The Raids,Mick Lowe,"It’s spring, 1963 in the “Nickel Capital of the World.” Nineteen-year-old Jake McCool is about to undergo a rite of passage—his first shift underground ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-raids/9781771860123_cover/90201414-1-eng-CA/9781771860123_cover_coverbookpage_embed.jpg
5660,Canadian,The Rake's Inherited Courtesan,Ann Lethbridge,"Daughter of a Parisian courtesan, Sylvia Boisette longs for respectability, though gossips say she is nothing more than a gentleman's paramour. Now, with her ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-rake-s-inherited-courtesan2/9780373295418_cover/419906787-1-eng-CA/9780373295418_cover_coverbookpage_embed.jpg
5661,Canadian,The Rancher's City Girl,Patricia Johns,"When Cory Stone discovers the father he never met is gravely ill, he brings the ornery man to his Montana ranch, along with his round-the-clock nurse. Once ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-rancher-s-city-girl2/9780373818150_cover/420016544-1-eng-CA/9780373818150_cover_coverbookpage_embed.jpg
5662,Canadian,The Rancher's Family Wish,Lois Richer,"A Home for His Heart&nbsp;All Tanner Johns ever wanted was a place to call home. After inheriting Wranglers Ranch, Tanner is determined to carry on with his ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-rancher-s-family-wish2/9780373719648_cover/424068219-1-eng-CA/9780373719648_cover_coverbookpage_embed.jpg
5663,Canadian,The Rancher's Family Wish & The Cowboy Meets His Match,Lois Richer,Corralling heartsThe Rancher’s Family Wish by Lois RicherTanner Johns is determined to carry on with his guardian’s legacy and turn Wrangler’s Ranch into ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-rancher-s-family-wish-the-cowboy-meets-his-match2/9781335146090_cover/409841516-1-eng-CA/9781335146090_cover_coverbookpage_embed.jpg
5664,Canadian,The Rancher's Return,Carolyne Aarsen,"Home On The RanchThe Rocking K ranch is the only home Carter Beck has ever known. Now, in the wake of family tragedy, he wants to sell it. But how can he do ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-rancher-s-return2/9780373876938_cover/420106176-1-eng-CA/9780373876938_cover_coverbookpage_embed.jpg
5665,Canadian,The Rancher's Return & Daddy Lessons,Carolyne Aarsen,"Find a fresh start at life and love in these two stories by author Carolyne AarsenThe Rancher’s ReturnIn the wake of family tragedy, Carter Beck wants to ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-rancher-s-return-daddy-lessons2/9781335218896_cover/420127252-1-eng-CA/9781335218896_cover_coverbookpage_embed.jpg
5666,Canadian,The Rancher's Runaway Princess,Donna Alward,Brooding ranch owner Brody Hamilton keeps his heart out of reach. But there's something about vivacious stable manager Lucy that brings joy to his hardened ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-rancher-s-runaway-princess2/9780373184200_cover/420078636-1-eng-CA/9780373184200_cover_coverbookpage_embed.jpg
5667,Canadian,The Rancher's Surprise Triplets,Linda Ford,Three Little Matchmakers&nbsp;Rancher Bo Stillwater has no plans of becoming a husband or a father?but he can't turn away from the three babies he finds at the ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-rancher-s-surprise-triplets/9780373425181_cover/423725501-1-eng-CA/9780373425181_cover_coverbookpage_embed.jpg
