id,origin,title,author,description,image
1001,Canadian,Canadian Mountain Mazes,Dustin Lynx,"40 prominent Canadian peaks, from north to south, east to west, all turned into mazes. Start at the obelisk and find the path to the top and touch the flag. ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/canadian-mountain-mazes/9780991807642_cover/321034131-1-eng-CA/9780991807642_cover_coverbookpage_embed.jpg
1002,Canadian,Canadian Shield,Kelley Aitken,"Winner: 2017 IPPY Award, Bronze Medalist, Canada-East Best Regional Fiction Kelley Aitken’s compelling short fiction collection is united by a sense of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/canadian-shield2/9781988040097_cover/256083929-1-eng-CA/9781988040097_cover_coverbookpage_embed.jpg
1003,Canadian,Canadian Wonder Tales,Cyrus Macmillan,"CANCELLEDFirst published in 1918, Canadian Wonder Tales is a collection of Canadian folk fables compiled from oral history; these universal stories are about ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/canadian-wonder-tales/9781926743752_cover/331234278-1-eng-CA/9781926743752_cover_coverbookpage_embed.jpg
1004,Canadian,Canary,Nancy Jo Cullen,"An AMAZON.CA Top 100 Book of 2013 &quot;Gas, grass, or ass: No one rides for free&quot;. So begins this cheeky and chirpy short story debut by Nancy Jo Cullen. ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/canary/9781927428146_cover/116391152-1-eng-CA/9781927428146_cover_coverbookpage_embed.jpg
1005,Canadian,Candide,Voltaire,The philosophical problem of evil—that a supposedly good God could allow terrible human suffering—troubled the minds of eighteenth-century thinkers as it ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/candide/9781551117461_cover/425709939-1-eng-CA/9781551117461_cover_coverbookpage_embed.jpg
1006,Canadian,Candies,Basil H. Johnston,"Basil Johnston was one of the foremost Anishinaabe writers and storytellers, and his comedic stories about life in Residential School, Indian School Days, is a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/candies/9781928120032_cover/159673707-1-eng-CA/9781928120032_cover_coverbookpage_embed.jpg
1007,Canadian,Candyass,Nick Comilla,Arthur is a young gay man in Montreal at a crossroads. He gets lost in a blizzard of boys and endless possibilitiesâ??looking to fall in love and to ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/candyass/9781551526645_cover/210470662-1-eng-CA/9781551526645_cover_coverbookpage_embed.jpg
1008,Canadian,Candy Darlings,Christine Walde,"Licorice, suckers, bubblegum, melt-aways, mints... The candy became an obsession between two outcasts—one who only wanted to fit in, the other who knew she ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/candy-darlings/9780143056218_cover/171779751-1-eng-CA/9780143056218_cover_coverbookpage_embed.jpg
1009,Canadian,Cantata,Clare Goulet,"A cantata is a vocal composition with instrumental accompaniment, woven around a narrative. In Clare Goulet's hands it becomes a rich story, weaving music, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cantata/9781894987912_cover/174366521-1-eng-CA/9781894987912_cover_coverbookpage_embed.jpg
1010,Canadian,Can’t Lit,Richard Rosenbaum,"&nbsp;In 1995, Canadian novelist and critic Hal Niedviecki started publishing Broken Pencil, a magazine dedicated to the zine scene, the independent and alternative ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/can-t-lit/9781550228960_cover/425688689-1-eng-CA/9781550228960_cover_coverbookpage_embed.jpg
1011,Canadian,Can You Hear the Nightbird Call?,Anita Rau Badami,"LONGLIST 2008&nbsp;- IMPAC Dublin Literary AwardAnita Rau Badami's acclaimed novel&nbsp;Can You Hear the Nightbird Call? chronicles the stories of three women, linked in ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/can-you-hear-the-nightbird-call/9780676976052_cover/410355238-1-eng-CA/9780676976052_cover_coverbookpage_embed.jpg
1012,Canadian,"Capacity for Infinite Happiness, The",Alexis von Konigslow,Mathematician Emily Kogan's family is good at keeping their secrets. But when she uses her visit to the vacation lodge they own to conduct research for a ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/capacity-for-infinite-happiness-the/9781894987974_cover/419797538-1-eng-CA/9781894987974_cover_coverbookpage_embed.jpg
1013,Canadian,Cape Breton is the Thought Control Center of Canada,Ray Smith,"Sophisticated, playful, crafted, self-referential and extremely funny, Cape Breton is the Thought-Control Centre of Canada begins the career of one of Canada's ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cape-breton-is-the-thought-control-center-of-canada/9781771960274_cover/116685825-1-eng-CA/9781771960274_cover_coverbookpage_embed.jpg
1014,Canadian,Cape Breton is the Thought-Control Centre of Canada,Ray Smith,"First published in 1969, Ray Smith'sCape Breton is the Thought-Control Centre of Canada remains as refreshing, innovative and important today as it has in ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cape-breton-is-the-thought-control-centre-of-canada/9780973818420_cover/116579938-1-eng-CA/9780973818420_cover_coverbookpage_embed.jpg
1015,Canadian,"Cape Breton's Christmas, Book 5",Ronald Caplan,"Now an annual holiday tradition, this fifth collection of Cape Breton's Christmas delivers a batch of memories and rich holiday stories rooted in a beloved ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cape-breton-s-christmas-book-5/9781926908557_cover/365012602-1-eng-CA/9781926908557_cover_coverbookpage_embed.jpg
1016,Canadian,"Cape Breton's Christmas, Book 6",Ronald Caplan,"A CHRISTMAS TRADITION IN BOOK FORM, Book 6 of Cape Breton's Christmas is a fresh annual gathering of warmth, joy, and family love—50 well-told memories and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cape-breton-s-christmas-book-6/9781926908755_cover/391403729-1-eng-CA/9781926908755_cover_coverbookpage_embed.jpg
1017,Canadian,Caplin Scull,M.T. Dohaney,"&quot;Mesmerized by the dazzling colours that the sun was sending in through the stained glass windows, I could easily believe in heaven. The houses would be ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/caplin-scull/9781988286099_cover/365000008-1-eng-CA/9781988286099_cover_coverbookpage_embed.jpg
1018,Canadian,Caprice,George Bowering,"WITH A FOREWORD BY ARITHA VAN HERK. It's the mid 1890s in Kamloops, British Columbia. Two men argue over a bottle of whisky and, in the struggle Frank Spencer, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/caprice/9781554200535_cover/424828221-1-eng-CA/9781554200535_cover_coverbookpage_embed.jpg
1019,Canadian,"Captain of Kinnoull Hill, The",Jamie Tennant,Dennis Duckworth - widely considered the least-likeable person on the Chicago music scene - is a philanderer and a misanthrope with a history of inflicting ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/captain-of-kinnoull-hill-the/9781926794365_cover/193330413-1-eng-CA/9781926794365_cover_coverbookpage_embed.jpg
1020,Canadian,Captain Quad,Sean Costello,"Imagine you're a sudden quadriplegic, confined to bed and wheelchair, locked inside your head... Now imagine you're watching the person you've loved drift ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/captain-quad/9781896350462_cover/154282127-1-eng-CA/9781896350462_cover_coverbookpage_embed.jpg
1021,Canadian,Captivating Witness,Melinda Di Lorenzo,Passion and peril collide as a detective and the witness he’s protecting come under fireAll formerly footloose waitress Reggie Frost wants is to show her ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/captivating-witness/9781335472014_cover/420199645-1-eng-CA/9781335472014_cover_coverbookpage_embed.jpg
1022,Canadian,Captive,Claudine Dumont,"In the spirit of Emma Donoghue’s international bestseller Room, Captive throws readers into the mind of a woman who wakes to find herself in a terrifying and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/captive/9781487000516_cover/408116096-1-eng-CA/9781487000516_cover_coverbookpage_embed.jpg
1023,Canadian,Captives,Barbara Galler-Smith,"The Druids Saga continues with Book Two: CAPTIVES.Set against the backdrop of Pre-Roman Gaul, and the Roman occupied city of ancient Rhodes, Celtic seer Mallec ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/captives/9781894063531_cover/286722715-1-eng-CA/9781894063531_cover_coverbookpage_embed.jpg
1024,Canadian,Captured Countess,Ann Lethbridge,"Never trust a spy!&nbsp;Nicoletta, the Countess Vilandry, is on a dangerous mission?to lure fellow spy Gabriel D'Arcy into bed and into revealing his true ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/captured-countess2/9780373298136_cover/419926888-1-eng-CA/9780373298136_cover_coverbookpage_embed.jpg
1025,Canadian,Captured for the Captain's Pleasure,Ann Lethbridge,"Captain Michael Hawkhurst relishes his fearsome reputation, for he lives only to wreak revenge on the Fulton family, who so cruelly destroyed his own.Spirited ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/captured-for-the-captain-s-pleasure2/9780373296736_cover/420268289-1-eng-CA/9780373296736_cover_coverbookpage_embed.jpg
1026,Canadian,Carafola,Christine Miscione,"Wretched, masochistic, beautiful, Carofola is a novel about the perils of life decisions; a spellbinding coming-of-age story that is a wild ride through the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/carafola/9781771260497_cover/250556820-1-eng-CA/9781771260497_cover_coverbookpage_embed.jpg
1027,Canadian,Carbide Tipped Pens,Ben Bova,"Seventeen hard science fiction tales by today's top authorsHard science fiction is the literature of change, rigorously examining the impact—both beneficial ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/carbide-tipped-pens/9780765334305_cover/375490085-1-eng-CA/9780765334305_cover_coverbookpage_embed.jpg
1028,Canadian,"Cardinal Divide, The",Stephen Legault,"Cole Blackwater's life isn't what it used to be. Once a political superstar within Ottawa's environmental movement, he now runs a nearly defunct conservation ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cardinal-divide-the/9781897126325_cover/214090025-1-eng-CA/9781897126325_cover_coverbookpage_embed.jpg
1029,Canadian,Cardinal: Forty Words for Sorrow (TV Tie-in Edition),Giles Blunt,"Now a major television series, CARDINAL.When four teenagers go missing in the small northern town of Algonquin Bay,the extensive police investigation comes up ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cardinal-forty-words-for-sorrow-tv-tie-in-edition/9780735273542_cover/379537599-1-eng-CA/9780735273542_cover_coverbookpage_embed.jpg
1030,Canadian,Careless Love,Peter Robinson,"The thrilling twenty-fifth instalment in Peter Robinson's #1 bestselling Inspector Banks series, in which Banks and his team find themselves investigating two ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/careless-love/9780771072772_cover/344733726-1-eng-CA/9780771072772_cover_coverbookpage_embed.jpg
1031,Canadian,Caribbean Escape with the Tycoon,Rosanna Battigelli,Swept away……to paradise!This is a trip of a lifetime for social worker Chanelle Robinson—a chance to relax and embrace the luxury of the cruise liner ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/caribbean-escape-with-the-tycoon/9781488065040_cover/420624855-1-eng-CA/9781488065040_cover_coverbookpage_embed.jpg
1032,Canadian,Carnival,Rawi Hage,"Winner of the Quebec Writers’ Federation Hugh MacLennan Prize for Fiction and a finalist for the Rogers’ Writers’ Trust Fiction Prize, Rawi Hage’s ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/carnival2/9781770893290_cover/420199374-1-eng-CA/9781770893290_cover_coverbookpage_embed.jpg
1033,Canadian,Carnival Glass,Bonnie Dunlop,"Carnival Glass, Bonnie Dunlop's new fiction collection, is an examination of the infirmity of human relationships — marriages, brotherhood, friendships, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/carnival-glass/9781897235461_cover/89934396-1-eng-CA/9781897235461_cover_coverbookpage_embed.jpg
1034,Canadian,Carousel,April Ford,"Margot Wright has led a deliberate life. At 18, she left her unusual and abusive family situation and never looked back, and then two years later she devoted ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/carousel4/9781771337137_cover/425082859-1-eng-CA/9781771337137_cover_coverbookpage_embed.jpg
1035,Canadian,Carpe Fin,Michael Nicoll Yahgulanaas,“The ragged edges of the temperate rainforest reach far out onto an island in the western seas. It is a place where one chooses to go ahead or turn ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/carpe-fin/9781771622240_cover/420391140-1-eng-CA/9781771622240_cover_coverbookpage_embed.jpg
1036,Canadian,Carpenter,Matt Lennox,"This stunning debut novel is set in the 1980s in a small, God-fearing Ontario town, rife with poisonous secrets, grudges passed through the generations and an ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/carpenter/9781443407359_cover/424207452-1-eng-CA/9781443407359_cover_coverbookpage_embed.jpg
1037,Canadian,"Carpenter from Montreal, The",George Fetherling,"Worlds collide when a naïve young heiress takes a tumble for a bootlegger with a murderous temper and his business partner falls in love with Montreal, the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/carpenter-from-montreal-the/9781988130477_cover/385297705-1-eng-CA/9781988130477_cover_coverbookpage_embed.jpg
1038,Canadian,Carrying the King's Pride,Jennifer Hayward,"A marriage for the monarch&nbsp;One last New York night with Sofia Ramirez is all Prince Nikandros Constantinides allowed himself before returning to Akathinia, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/carrying-the-king-s-pride3/9780373138951_cover/422688905-1-eng-CA/9780373138951_cover_coverbookpage_embed.jpg
1039,Canadian,Carry Me,Peter Behrens,"A 2017 Vine Awards for Canadian Jewish Literature FinalistA 2016 Jewish Book Award FinalistBilly Lange is born in 1909 on the Isle of Wight, England, where his ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/carry-me/9781770899995_cover/399474861-1-eng-CA/9781770899995_cover_coverbookpage_embed.jpg
1040,Canadian,Case Against Owen Williams,Allan Donaldson,"Allan Donaldson's first novel, Maclean, was shortlisted for the Rogers Writers' Trust Fiction Prize. Donaldson's new novel is a literary mystery set in the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/case-against-owen-williams/9781551097763_cover/365102189-1-eng-CA/9781551097763_cover_coverbookpage_embed.jpg
1041,Canadian,Cash Crash Jubilee,Eli K. P. William,"In a near future Tokyo, every action?from blinking to sexual intercourse?is intellectual property owned by corporations that charge licensing fees. A BodyBank ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cash-crash-jubilee/9781940456621_cover/326333295-1-eng-CA/9781940456621_cover_coverbookpage_embed.jpg
1042,Canadian,Casino Jack,Norman Snider,"From movie buffs and film students to anyone who enjoys true-crime stories or is interested in U.S. politics, this companion to a critically acclaimed biopic ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/casino-jack/9781550961539_cover/272541580-1-eng-CA/9781550961539_cover_coverbookpage_embed.jpg
1043,Canadian,Cast in Chaos,Michelle Sagara,"Kaylin Neya is a Hawk, part of the elite force tasked with keeping the City of Elantra safe. Her past is dark, her magic uncontrolled and her allies ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-chaos2/9780373803194_cover/420055360-1-eng-CA/9780373803194_cover_coverbookpage_embed.jpg
1044,Canadian,Cast in Courtlight,Michelle Sagara,"No good deed goes unpunishedIn Elantra, a job well done is rewarded with a more dangerous task. And so, after defeating a dark evil, Kaylin must enter a place ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-courtlight/9780778368830_cover/420305917-1-eng-CA/9780778368830_cover_coverbookpage_embed.jpg
1045,Canadian,Cast in Deception,Michelle Sagara,"WITH FRIENDS LIKE THESE, WHO NEEDS ENEMIES?Private Kaylin Neya thought her home couldn’t possibly get more crowded. But when one of her housemates, Annarion, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-deception/9780778331100_cover/419893546-1-eng-CA/9780778331100_cover_coverbookpage_embed.jpg
1046,Canadian,Cast in Fury,Michelle Sagara,"To be or not to be…When a minority race of telepaths is suspected of causing a near-devastating tidal wave, Private Kaylin Neya is summoned to Court—and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-fury2/9780373802692_cover/420024330-1-eng-CA/9780373802692_cover_coverbookpage_embed.jpg
1047,Canadian,Cast in Oblivion,Michelle Sagara,"POLITICS ARE HELLKaylin wasn’t sent to the West March to start a war. Her mission to bring back nine Barrani might do just that, though. She traveled with a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-oblivion/9780778307846_cover/420026169-1-eng-CA/9780778307846_cover_coverbookpage_embed.jpg
1048,Canadian,Cast in Peril,Michelle Sagara,"It has been a busy few weeks for Private Kaylin Neya. In between angling for a promotion, sharing her room with the last living female Dragon and dealing with ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-peril2/9780373803507_cover/420309357-1-eng-CA/9780373803507_cover_coverbookpage_embed.jpg
1049,Canadian,Cast in Ruin,Michelle Sagara,"Seven corpses are discovered in the streets of a Dragon's fief. All identical, down to their clothing.Kaylin Neya is assigned to discover who they were, who ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-ruin2/9780373803309_cover/420030105-1-eng-CA/9780373803309_cover_coverbookpage_embed.jpg
1050,Canadian,Cast in Secret,Michelle Sagara,"Still avoiding magic whenever possible,Corporal Kaylin Neya relished investigatinga regular theft once again. Until she found outthe mysterious box was taken ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-secret2/9780373802807_cover/419999176-1-eng-CA/9780373802807_cover_coverbookpage_embed.jpg
1051,Canadian,Cast in Shadow,Michelle Sagara,"Something is stirring again…Seven years ago Kaylin fled the crime-riddled streets of Nightshade, knowing that something was after her. Children were being ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-shadow/9780778368823_cover/420064431-1-eng-CA/9780778368823_cover_coverbookpage_embed.jpg
1052,Canadian,Cast in Silence,Michelle Sagara,"A member of the elite Hawk force that protects the City of Elantra, Kaylin Neya has sacrificed much to earn the respect of the winged Aerians and immortal ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-silence2/9780373803002_cover/420159271-1-eng-CA/9780373803002_cover_coverbookpage_embed.jpg
1053,Canadian,Cast in Wisdom,Michelle Sagara,SOMETHING IS WAKINGThe fiefs that exist at the heart of the city of Elantra are home to sentient Towers that guard the world against the incursion of Shadow. ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cast-in-wisdom2/9780778309383_cover/419889966-1-eng-CA/9780778309383_cover_coverbookpage_embed.jpg
1054,Canadian,Castle of the Wolf,Margaret Moore,"PASSION FOR HER PROTECTOR&nbsp;Facing marriage to a man she loathes, virtuous Thomasina is forced to choose family duty over her own happiness?until a high-stakes ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/castle-of-the-wolf2/9780373297948_cover/420192713-1-eng-CA/9780373297948_cover_coverbookpage_embed.jpg
1055,Canadian,Castles in the Air,Mary Hagey,"Mary Hagey’s debut collection of stories Castles In The Air introduces us to a cast of characters who are all trying to assert themselves in their own lives, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/castles-in-the-air2/9781927426005_cover/213851010-1-eng-CA/9781927426005_cover_coverbookpage_embed.jpg
1056,Canadian,Castonbury Park: Ladies of Disrepute,Marguerite Kaye,The Lady Who Broke the RulesAnticipating her wedding vows and then breaking off the engagement has left Kate Montague's social status in tatters. She hides her ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/castonbury-park-ladies-of-disrepute2/9780373777945_cover/420060938-1-eng-CA/9780373777945_cover_coverbookpage_embed.jpg
1057,Canadian,Catalogue Raisonne,Mike Barnes,"It is 1984. The latest recession is said to be over, and in the steel city of Hamilton, things are picking up. For Paul, however, an ex-rock guitarist and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/catalogue-raisonne/9780973597196_cover/116680912-1-eng-CA/9780973597196_cover_coverbookpage_embed.jpg
1058,Canadian,Cataract City,Craig Davidson,"Owen and Duncan are childhood friends who've grown up in picturesque Niagara Falls--known to them by the grittier name Cataract City. As the two know well, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cataract-city/9780385677943_cover/214268689-1-eng-CA/9780385677943_cover_coverbookpage_embed.jpg
1059,Canadian,Catching Desire,Carmelo Militano,"Carmelo Militano’s new book Catching Desire is a personal account of the turbulent artistic life, and often erotically charged art of the maudit, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/catching-desire/9781771713481_cover/422960864-1-eng-CA/9781771713481_cover_coverbookpage_embed.jpg
1060,Canadian,Catching Her Heart,Carolyne Aarsen,"Second Chance SeasonWhen they fell in love that summer, Jess Schroder never knew the secret Naomi Deacon carried away with her. The boy from a troubled home ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/catching-her-heart2/9780373816798_cover/420065275-1-eng-CA/9780373816798_cover_coverbookpage_embed.jpg
1061,Canadian,Catching the Light,Susan Sinnott,"This was the line between here and there. No landwash, no vague intertidal zone, no undecided. She stood at the edge, a mass of instincts and yearnings and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/catching-the-light/9781771085960_cover/415499510-1-eng-CA/9781771085960_cover_coverbookpage_embed.jpg
1062,Canadian,Catch Me When I Fall,Patricia Westerhof,"Welcome to Poplar Grove, a farming community with three generations of Dutch-Canadians. Life in the New World has not become less complicated as the decades ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/catch-me-when-i-fall/9781897142516_cover/408589268-1-eng-CA/9781897142516_cover_coverbookpage_embed.jpg
1063,Canadian,Catch My Drift,Genevieve Scott,"An Atlantic Books Today Editor's PickLorna always wanted to stand out, but her career as a competitive swimmer was cut short by a knee injury. Cara, her ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/catch-my-drift/9780864929884_cover/419967469-1-eng-CA/9780864929884_cover_coverbookpage_embed.jpg
1064,Canadian,Catherine of Cannington Manor,Shirley Harris,"After tragedy strikes her family in England, Catherine Hensen decides to explore a new life in Canada. While working as a governess for an Anglican reverend ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/catherine-of-cannington-manor/9781927570142_cover/124772407-1-eng-CA/9781927570142_cover_coverbookpage_embed.jpg
1065,Canadian,Catherine Snow,Nellie P. Strowbridge,An exotic drama in which one man’s mysterious disappearance brings a dark end to three other people. What would it take to destroy an Irish girl who had ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/catherine-snow/9781897317464_cover/422869138-1-eng-CA/9781897317464_cover_coverbookpage_embed.jpg
1066,Canadian,Cat's Eye,Margaret Atwood,"Cat’s Eye&nbsp;is the story of Elaine Risley, a controversial painter who returns to Toronto, the city of her youth, for a retrospective of her art. Engulfed by ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cat-s-eye3/9780771008931_cover/413871943-1-eng-CA/9780771008931_cover_coverbookpage_embed.jpg
1067,Canadian,Cattleman's Courtship,Carolyne Aarsen,Veterinarian Cara Morrison is planning another walk down the aisle with her ex-fiancé—except she isn't the bride and rancher Nicholas Chapman isn't the ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cattleman-s-courtship2/9780373876105_cover/422812144-1-eng-CA/9780373876105_cover_coverbookpage_embed.jpg
1068,Canadian,Cattleman's Courtship & Cowboy Daddy,Carolyne Aarsen,Carolyne Aarsen brings us two ranchers' stories about healing wounds and starting over&nbsp;CATTLEMAN'S COURTSHIP&nbsp;Veterinarian Cara Morrison is planning another ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cattleman-s-courtship-cowboy-daddy2/9780373601424_cover/423987301-1-eng-CA/9780373601424_cover_coverbookpage_embed.jpg
1069,Canadian,Cauchemar,Alexandra Grigorescu,"An eerie and romantic Southern gothic dramaGripping, fast-paced, gorgeously written, and with unforgettable characters, Cauchemar tells the story of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cauchemar/9781770412347_cover/332452916-1-eng-CA/9781770412347_cover_coverbookpage_embed.jpg
1070,Canadian,Caught,Lisa Moore,Shortlisted for the Rogers Writers' Trust Fiction Prize and the Scotiabank Giller Prize. Selected as an Amazon.ca Best Book and for The Globe 100 Books in ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/caught5/9781770894532_cover/423153423-1-eng-CA/9781770894532_cover_coverbookpage_embed.jpg
1071,Canadian,Cause and Affection,Sheryl Wright,What happens when a chance encounter turns out to be anything but? Kara Wexler has only a few days to decide whether to accept the nomination of Chief ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cause-and-affection/9781594936050_cover/421278936-1-eng-CA/9781594936050_cover_coverbookpage_embed.jpg
1072,Canadian,"Causes, The",Cathy Stonehouse,Cathy Stonehouse was a teenager in the UK when Argentina invaded the Falkland Islands. Opening salvos in April 1982 would go on to become a 74-day war over who ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/causes-the/9781897141953_cover/391469590-1-eng-CA/9781897141953_cover_coverbookpage_embed.jpg
1073,Canadian,Cease to Blush,Billie Livingston,Billie Livingston’s fine second novel leads us to consider the nature of our hidden lives and desires — and to question whether the sky would really fall ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cease-to-blush/9780679313236_cover/379675273-1-eng-CA/9780679313236_cover_coverbookpage_embed.jpg
1074,Canadian,Cecilian Vespers,Anne Emery,Lawyer and bluesman Monty Collins is used to defending murderers?and occasionally investigating murders himself?but he's never come up against anything like ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/cecilian-vespers/9781770410237_cover/226815958-1-eng-CA/9781770410237_cover_coverbookpage_embed.jpg
1075,Canadian,Celebrations,Naïm Kattan,"A Syrian writer living in Montreal, René Shems is also a specialist of Canadian history. After participating in a celebration organized in his honor, Shems ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/celebrations/9781771713146_cover/423089554-1-eng-CA/9781771713146_cover_coverbookpage_embed.jpg
1076,Canadian,Celia's Song,Lee Maracle,"Mink is a witness, a shape shifter, compelled to follow the story that has ensnared Celia and her village, on the West coast of Vancouver Island in ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/celia-s-song2/9781770864160_cover/195478101-1-eng-CA/9781770864160_cover_coverbookpage_embed.jpg
1077,Canadian,Century,Ray Smith,"The fourth title in Biblioasis's Renditions Series,Century begins with the nightmare visions of a young woman named Jane Seymour, catching the reader up in a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/century/9781897231517_cover/116612315-1-eng-CA/9781897231517_cover_coverbookpage_embed.jpg
1078,Canadian,Certain Dark Things,Silvia Moreno-Garcia,Certain Dark Things combines elements of Latin American mythology with a literary voice that leads readers on an exhilarating and fast-paced journey.Welcome to ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/certain-dark-things/9781250099082_cover/176352214-1-eng-CA/9781250099082_cover_coverbookpage_embed.jpg
1079,Canadian,"Certain Grace, A",Binnie Brennan,"In the tradition of short story writers Alice Munro and Carol Shields, Binnie Brennan examines the minutiae of ordinary life. During a tipsy night out escaping ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/certain-grace-a/9781926802848_cover/400190793-1-eng-CA/9781926802848_cover_coverbookpage_embed.jpg
1080,Canadian,Certainty,Madeleine Thien,"Madeleine Thien’s stunning debut novel fulfills all her early promise and introduces a young novelist of vision, maturity, and style. Gail Lim, a producer of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/certainty/9780771085291_cover/385860717-1-eng-CA/9780771085291_cover_coverbookpage_embed.jpg
1081,Canadian,"Chain Locker, The",Robert Chaulk,Robert Chaulk's story begins in 1931 when thirteen-year-old Jackie Gould is a stowaway on an old steamer bound for the sealing grounds of the North Atlantic. ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/c/chain-locker-the/9781897174555_cover/234079999-1-eng-CA/9781897174555_cover_coverbookpage_embed.jpg
