title,authors,image,description
Mad River Road,Joy Fielding,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mad-river-road/9780770429591_cover/172292165-1-eng-CA/9780770429591_cover_coverbookpage_embed.jpg,"After spending a year in prison, Ralph has explicit plans for his first night of freedom: tonight, someone will be held accountable. He goes to murderous ..."
Mad Shadows,Marie-Claire Blais,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mad-shadows/9780771093524_cover/391816928-1-eng-CA/9780771093524_cover_coverbookpage_embed.jpg,"A harrowing pathology of the soul, Mad Shadows centres on a family group: Patrice, the beautiful and narcissistic son; his ugly and malicious sister, ..."
Madwoman of Bethlehem,Rosine Nimeh-Mailloux,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/madwoman-of-bethlehem/9781897187487_cover/313491128-1-eng-CA/9781897187487_cover_coverbookpage_embed.jpg,"It is 1957, Amal is an inmate of the “Bethlehem Oasis for Troubled Women,” having feigned insanity to avoid being put to death for the murder of her ..."
Magnified World,Grace O'Connell,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/magnified-world/9780307360373_cover/385449453-1-eng-CA/9780307360373_cover_coverbookpage_embed.jpg,"NATIONAL BESTSELLERA beautiful New Face of Fiction debut from a stunningly gifted young novelist about what it means to be a daughter, a patient, a lover and ..."
"Magpie's Smile, A",Eugene Meese,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/magpie-s-smile-a/9781897126424_author/236108343-1-eng-CA/9781897126424_author_coverbookpage_embed.jpg,"When the scalped remains of a Jane Doe are discovered within the rubble of a demolished house, Detective Jake Fry is assigned the task of hunting down ..."
Mahihkan Lake,R.P. MacIntyre,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mahihkan-lake/9781771870535_cover/213504154-1-eng-CA/9781771870535_cover_coverbookpage_embed.jpg,"Immediately before his tragic death, stuttering mechanic Dave visits his younger brother Denny with a note for their sister Dianne. “D-don’t r-read it. ..."
Mahler's Lament,Deborah Kirshner,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mahler-s-lament/9781926802619_cover/400198371-1-eng-CA/9781926802619_cover_coverbookpage_embed.jpg,"This novella is the story of Mahler's love affair with Marion Von Weber and an account of the first performance of 'The Titan', the original name of the ..."
Mahoney’s Camaro,Michael Clark,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mahoney-s-camaro/9781770414037_cover/381501107-1-eng-CA/9781770414037_cover_coverbookpage_embed.jpg,"&nbsp;Racing to find a killer before he strikes again, an unlikely investigator is haunted by an even more unlikely source in this gripping crime novel“Clark ..."
Mai at the Predators' Ball,Marie-Claire Blais,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mai-at-the-predators-ball/9781770890053_cover/420111871-1-eng-CA/9781770890053_cover_coverbookpage_embed.jpg,Winner of the Governor General's Literary Award: Translation. Shortlisted for the Cole Foundation Prize for Translation.Literary legend and four-time winner of ...
Maidenhead,Tamara Faith Berger,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/maidenhead/9781552452592_cover/421496653-1-eng-CA/9781552452592_cover_coverbookpage_embed.jpg,"Winner of the The Believer Book Award (2012)Shortlisted for the Trillium Book Award (2013)Myra, naive and curious, is on a family vacation to the southernmost ..."
"Maiden, Mother, Crone",Gwen Benaway,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/maiden-mother-crone/9781988715216_cover/424160540-1-eng-CA/9781988715216_cover_coverbookpage_embed.jpg,"Maiden, Mother, and Crone: Fantastical Trans Femmes is a new anthology of fantastical short fiction by trans women, curated by celebrated poet and author Gwen ..."
Mail-Order Marriage & Husband by Inheritance,Margaret Way,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mail-order-marriage-husband-by-inheritance2/9780373688210_cover/420063804-1-eng-CA/9780373688210_cover_coverbookpage_embed.jpg,"Mail-Order Marriage by Margaret WayAfter backbreaking years spent building up his Outback cattle station, Matthew Carlyle was ready for family life. With ..."
Mail-Order Marriages,Jillian Hart,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mail-order-marriages/9780373295913_cover/420218096-1-eng-CA/9780373295913_cover_coverbookpage_embed.jpg,"Three brides for three rugged men.Rocky Mountain Wedding by Jillian HartMelody Pennington fled to Montana for a new start as a mail-order bride. Gabe Brooks, ..."
Maintenance,Rob Benvie,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/maintenance/9781552452516_cover/421768419-1-eng-CA/9781552452516_cover_coverbookpage_embed.jpg,"It is the summer of 1999, and the Sweltham family leads an ordinary suburban existence. Former high school volleyball champ Parker crisscrosses the continent ..."
Majestic,Peter Parkin,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/majestic/9781988281124_cover/286745562-1-eng-CA/9781988281124_cover_coverbookpage_embed.jpg,"Several decades have passed since the Korean War. For one veteran, Willy Carson, the horrors live on. Compelled by a need to exorcise his demons, he has ..."
Majestrum,Matthew Hughes,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/majestrum2/9781597800891_cover/324259101-1-eng-CA/9781597800891_cover_coverbookpage_embed.jpg,"When Hapthorn is hired by Lord Afre to investigate the motives of his daughter's new companion, a young man of indeterminate circumstances, he takes the job ..."
Makarska,Jim  Bartley,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/makarska/9781554831494_cover/208052868-1-eng-CA/9781554831494_cover_coverbookpage_embed.jpg,Mirza has masqueraded as &quot;Mickey&quot; throughout his time in Canada but his own identity awaits him when he returns to spend a summer in Sarajevo with his father. ...
Makers,Cory Doctorow,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/makers/9780765312815_cover/421799843-1-eng-CA/9780765312815_cover_coverbookpage_embed.jpg,"Perry and Lester invent things: seashell robots that make toast, Boogie Woogie Elmo dolls that drive cars. They also invent entirely new economic systems. When ..."
Makers,Cory Doctorow,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/makers3/9781250196439_cover/281337372-1-eng-CA/9781250196439_cover_coverbookpage_embed.jpg,"From theNew York Timesbestselling author ofLittle Brother, a major novel of the booms, busts, and further booms in store for AmericaPerry and Lester invent ..."
Makers,Cory Doctorow,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/makers3/9781250196439_cover/415161046-1-eng-CA/9781250196439_cover_coverbookpage_embed.jpg,"From Cory Doctorow, theNew York Times bestselling author ofLittle Brother, the repackaged trade paperback ofMakers, anovel of the booms, busts, and further ..."
Making it Home,Alison DeLory,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/making-it-home5/9781771087254_cover/408991172-1-eng-CA/9781771087254_cover_coverbookpage_embed.jpg,"Tinker Gordon doesn't want anything to change. He thinks that if he holds on tightly enough, his family, his tiny Cape Breton Island community, his very world ..."
Malabarista,Garry Ryan,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/malabarista/9781897126899_cover/214104872-1-eng-CA/9781897126899_cover_coverbookpage_embed.jpg,"Garry Ryan follows up Smoked with his most revelatory Detective Lane adventure yet. Under investigation by the Calgary Police Department, Lane finds himself ..."
Malagash,Joey Comeau,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/malagash/9781770414075_cover/332448069-1-eng-CA/9781770414075_cover_coverbookpage_embed.jpg,"A precisely crafted, darkly humorous portrait of a family in mourningSunday’s father is dying of cancer. They’ve come home to Malagash, on the north shore ..."
Malarky,Anakana Schofield,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/malarky/9781926845388_cover/116775703-1-eng-CA/9781926845388_cover_coverbookpage_embed.jpg,"SHORTLISTED FOR THE AMAZON.CA FIRST NOVEL AWARD A NEW STATESMAN READ-ALL-ABOUT-IT SELECTION FOR 2012 A BARNES and NOBLE DISCOVER GREAT NEW WRITERS PICK, 2012 A ..."
MaleCoDe,Gary Chittenden,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/malecode/9780228811794_cover/408353745-1-eng-CA/9780228811794_cover_coverbookpage_embed.jpg,A mid-sized company in Canada is about to launch a new product that will revolutionize birth control. A megalomaniac is convinced that his way to stop ...
Maleficium,Martine Desjardins,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/maleficium/9780889226807_cover/362813621-1-eng-CA/9780889226807_cover_coverbookpage_embed.jpg,"Martine Desjardins delivers to readers of Maleficium the unexpurgated revelations of Vicar Jerome Savoie, a heretic priest in nineteenth-century Montreal. ..."
Mama's Boy,David Goudreault,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mama-s-boy/9781771663823_cover/415026417-1-eng-CA/9781771663823_cover_coverbookpage_embed.jpg,"Winner of the 2016 Grand Prix littéraire ArchambaultWritten with gritty humour in the form of a confession, Mama's Boy recounts the family drama of a young ..."
Mama's Boy Behind Bars,David Goudreault,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mama-s-boy-behind-bars/9781771664851_cover/355393924-1-eng-CA/9781771664851_cover_coverbookpage_embed.jpg,"Now I've killed another person. I'm a serial killer. Sure, two people is hardly serial, but it's a good start. I'm still young. Who knows where opportunities ..."
Mãn,Kim Thúy,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/man/9780345813794_cover/258163525-1-eng-CA/9780345813794_cover_coverbookpage_embed.jpg,"Following on the Giller Prize-nominated and Governor General's Literary Award-winning success of Ru, Kim Thúy's latest novel is a triumph of poetic beauty ..."
Mãn,Kim Thúy,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/man2/9780345813800_cover/423685121-1-eng-CA/9780345813800_cover_coverbookpage_embed.jpg,"&nbsp;A triumph of poetic beauty and a moving meditation on how love and food are inextricably entwined,&nbsp;Mãn&nbsp;is a seductive and luminous work of literature from ..."
Man and Other Natural Disasters,Nerys Parry,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/man-and-other-natural-disasters/9781926531120_cover/313637732-1-eng-CA/9781926531120_cover_coverbookpage_embed.jpg,"Simon Peters, a bookbinder full of theories on everything from heart-broken shrimp to the consciousness of DNA, is hiding from his horrific past in the ..."
Man and the Woman,Helen McLean,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/man-and-the-woman/9781770864207_cover/314952805-1-eng-CA/9781770864207_cover_coverbookpage_embed.jpg,"In 1946, a Canadian girl arrives in war-scarred London to study art at the Slade School. At the same time, Bonnard — the elderly French artist whose work ..."
Mandeville,William Godwin,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mandeville/9781554810857_cover/425625611-1-eng-CA/9781554810857_cover_coverbookpage_embed.jpg,"William Godwin’s Mandeville was described as his best novel by Percy Shelley, who sent a copy to Lord Byron, and it was immediately recognized by its other ..."
Man Facing West,Don Gayton,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/man-facing-west/9781897235799_cover/213009473-1-eng-CA/9781897235799_cover_coverbookpage_embed.jpg,"Man Facing West presents a collection of fiction and nonfiction, sewn together with traces of autobiography. This collection is part of Don Gayton's ongoing ..."
Manhunter,Loreth Anne White,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/manhunter2/9780373276073_cover/420287032-1-eng-CA/9780373276073_cover_coverbookpage_embed.jpg,Sergeant Gabriel Caruso arrived in the remote Yukon wilderness with one goal: to erase all memories of the serial killer who had ruined his life. But he soon ...
Man In The Shadows,Gordon Henderson,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/man-in-the-shadows/9781443431804_cover/424151788-1-eng-CA/9781443431804_cover_coverbookpage_embed.jpg,"In 1867, three British colonies became the four provinces of the new Dominion of Canada. Among the Fathers of Confederation was D'Arcy McGee, a fiery former ..."
Manitowapow,Niigaanwewidam James Sinclair,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/manitowapow/9781553793076_cover/418327763-1-eng-CA/9781553793076_cover_coverbookpage_embed.jpg,"This anthology of Aboriginal writings from Manitoba takes readers back through the millennia and forward to the present day, painting a dynamic picture of a ..."
Mantis Dreams,Adam Pottle,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mantis-dreams/9781927575253_cover/419686230-1-eng-CA/9781927575253_cover_coverbookpage_embed.jpg,"&quot;Mantis Dreams: The Journal of Dr. Dexter Ripley&quot; is a crackling, searing satire that ridicules both political correctness and the restrictive world of ..."
"Man Who Filmed Nessie, The",Angus Dinsdale,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/man-who-filmed-nessie-the/9780888397270_cover/276994560-1-eng-CA/9780888397270_cover_coverbookpage_embed.jpg,The story of the dedicated family man who left his successful career as an aeronautical engineer to search for proof of the existence of the Loch Ness Monster. ...
"Man Who Killed, The",Fraser Nixon,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/man-who-killed-the/9781553655695_cover/94813381-1-eng-CA/9781553655695_cover_coverbookpage_embed.jpg,"A rye-soaked neo-noir novel about a small-time crook on a crime spree through Prohibition era Montreal. Montreal, 1926. Mick is down on his luck until an old ..."
"Man Who Remembered the Moon, The",David Hull,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/man-who-remembered-the-moon-the/9780993790904_cover/393226783-1-eng-CA/9780993790904_cover_coverbookpage_embed.jpg,A mesmerizing novella about perception and longing...He says it's gone. They say it never existed. Daniel Hale is The Man Who Remembered the Moon. ...
"Man Who Was No One, The",Hugh Graham,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/man-who-was-no-one-the/9781988254470_cover/349259118-1-eng-CA/9781988254470_cover_coverbookpage_embed.jpg,The crowd is howling blood. Awaiting death on the scaffold he wonders what he could possibly have done wrong. Has he been misunderstood as a religious fanatic? ...
Many-Mouthed Birds,Bennett Lee,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/many-mouthed-birds/9781553657255_cover/278426223-1-eng-CA/9781553657255_cover_coverbookpage_embed.jpg,"An exciting collection of stories and poems written in English by first-, second-, and third-generation Chinese Canadians from across the country who deal with ..."
Many Rivers to Cross,Peter Robinson,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/many-rivers-to-cross/9780771072802_cover/420134521-1-eng-CA/9780771072802_cover_coverbookpage_embed.jpg,NATIONAL BESTSELLERPeter Robinson a &quot;master of the police procedural&quot; (Mail on Sunday) returns with the twenty-sixth instalment of the #1 bestselling ...
Many Unpleasant Returns,Judith Alguire,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/many-unpleasant-returns2/9781927426579_cover/213382005-1-eng-CA/9781927426579_cover_coverbookpage_embed.jpg,"Everyone at the Pleasant Inn is looking forward to a very merry Christmas. Oh, irascible proprietor Trevor Rudley has his usual complaints about Mrs. Blount's ..."
Maple Sugar Pie,Susan White,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/maple-sugar-pie/9781927502877_cover/365907121-1-eng-CA/9781927502877_cover_coverbookpage_embed.jpg,"Maple Sugar Pie is the story of Hazel Whitford and her family's past, Told through old black and white photographs, we see the events that caused deep ..."
Mara,Lisette van de Heg,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mara2/9781771610018_cover/294708853-1-eng-CA/9781771610018_cover_coverbookpage_embed.jpg,"Zeeland, the Netherlands, 1931. Mara's stepfather sends her off on a boat bound for Vissingen. She is pregnant. The villagers in her home-town must not find ..."
Margaret Lives in the Basement,Michelle Berry,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/margaret-lives-in-the-basement/9780888014290_cover/95680179-1-eng-CA/9780888014290_cover_coverbookpage_embed.jpg,"Michelle Berry has one of the most darkly playful and unique voices in Canadian literature and her second collection of short stories, Margaret Lives in the ..."
Margarita Nights,Phyllis Smallman,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/margarita-nights/9781552787632_cover/94540914-1-eng-CA/9781552787632_cover_coverbookpage_embed.jpg,"The bar is Jacaranda, Florida may be upscale, but bartender Sherri Travis is from the side of town where luxury is an extra wide trailer. Sherri is separated ..."
Margarita Nights,Phyllis Smallman,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/margarita-nights2/9781552786994_cover/97310898-1-eng-CA/9781552786994_cover_coverbookpage_embed.jpg,"The bar is Jacaranda, Florida may be upscale, but bartender Sherri Travis is from the side of town where luxury is an extra wide trailer. Sherri is separated ..."
Maria Chapdelaine,Louis Hemon,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/maria-chapdelaine/9781550027129_author/424793497-1-eng-CA/9781550027129_author_coverbookpage_embed.jpg,"Maria Chapdelaine, the quintessential novel of the rugged life of early French-Canadian colonists, is based on the author’s experiences as a hired hand in ..."
Mariana,Susanna Kearsley,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mariana/9780749007065_cover/362486874-1-eng-CA/9780749007065_cover_coverbookpage_embed.jpg,"The first time Julia Beckett saw Greywethers she was only five, but she knew that it was her house. And now that she's at last become its owner, she suspects ..."
Mariana,Susanna Kearsley,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mariana2/9781402258671_cover/95394246-1-eng-CA/9781402258671_cover_coverbookpage_embed.jpg,"Time slip historical fiction at its best by New York Times and USA Today bestselling author Susanna Kearsley, whose novel The Winter Sea won the RT Reviewers ..."
A Mariner's Guide to Self Sabotage,Bill Gaston,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mariner-s-guide-to-self-sabotage-a/9781771621717_cover/239396390-1-eng-CA/9781771621717_cover_coverbookpage_embed.jpg,"&quot;In this new collection Gaston's range is so wide, his technique so masterful, his tenderness, humour and intelligence so finely measured that he stops my ..."
Marion,Winnifred Eaton,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/marion/9780773539624_cover/420387846-1-eng-CA/9780773539624_cover_coverbookpage_embed.jpg,"The daughter of an English merchant father and Chinese mother, Winnifred Eaton (1875-1954) was a wildly popular fiction writer in her time. Born in Montreal, ..."
Maritime Mysteries (revised edition),Bill Jessome,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/maritime-mysteries-revised-edition/9781771082273_cover/365804099-1-eng-CA/9781771082273_cover_coverbookpage_embed.jpg,"Maritime Mysteries chronicles the restless spirits, ghostly apparitions, eerie poltergeists, and haunted houses that surround us. With its jagged seacoast, ..."
Marriage at Circle M,Donna Alward,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/marriage-at-circle-m2/9780373039784_cover/420050575-1-eng-CA/9780373039784_cover_coverbookpage_embed.jpg,"Secrets are hard to keep in a small town?But Grace Lundquist is determined to hide her pain.Hardworking and always cheerful, she's the town'ssweetheart. ..."
"Marriage, Manhattan Style",Barbara Dunlop,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/marriage-manhattan-style2/9780373768974_cover/419910097-1-eng-CA/9780373768974_cover_coverbookpage_embed.jpg,"721 PARK AVENUE: Penthouse A TENANTS: Reed and Elizabeth WellingtonSCANDAL: Married for life?A sexy billionaire husband, a Park Avenue penthouse, money to ..."
Married for His Convenience,Eleanor Webster,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/married-for-his-convenience2/9780373307517_cover/420225754-1-eng-CA/9780373307517_cover_coverbookpage_embed.jpg,"A plain countess?&nbsp;Tainted by illegitimacy, plain Sarah Martin has no illusions of a grand marriage. So when the Earl of Langford makes her a proposal that will ..."
Married for His One-Night Heir,Jennifer Hayward,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/married-for-his-one-night-heir2/9781335419897_cover/420254242-1-eng-CA/9781335419897_cover_coverbookpage_embed.jpg,"“You stole my son from me, Gia.”Now she’ll wear Di Fiore’s ring!Commanding Santo Di Fiore is stunned to see Giovanna Castiglione again. Her unexpected ..."
Married: The Virgin Widow,Deborah Hale,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/married-the-virgin-widow2/9780373296293_cover/419883445-1-eng-CA/9780373296293_cover_coverbookpage_embed.jpg,"Her hands bound by blackmail and duty, Laura Penrose was forced to marry her sweetheart's ruthless cousin. Now a widow, her sweetheart has returned.Ford ..."
Marrow Thieves,Cherie Dimaline,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/marrow-thieves/9781770864863_cover/414369606-1-eng-CA/9781770864863_cover_coverbookpage_embed.jpg,P class=MsoNormal style=&quot;MARGIN: 0cm 0cm 10pt&quot;&gt;Shortlisted for 2018 CBC Canada ReadsWinner of 2017 Governor General's Literary Award (Young People's ...
"MARRY, BANG, KILL",Andrew Battershill,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/marry-bang-kill/9781773100029_cover/420172359-1-eng-CA/9781773100029_cover_coverbookpage_embed.jpg,"For a guy who mugs people for their laptops, Tommy Marlo isn’t such a bad guy. He can’t help trying to make the people he meets — even those he mugs — ..."
Marrying Her Royal Enemy,Jennifer Hayward,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/marrying-her-royal-enemy2/9780373139361_cover/422674543-1-eng-CA/9780373139361_cover_coverbookpage_embed.jpg,The man she loves to hate?&nbsp;Most women would kill to be draped in ivory lace and walking up the aisle toward King Kostas Laskos. Stella Constantinides isn't ...
Marshal on a Mission,Ryshia Kennie,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/marshal-on-a-mission2/9781335604675_cover/423815115-1-eng-CA/9781335604675_cover_coverbookpage_embed.jpg,"She witnessed a robbery.Now she’s a killer’s target.Tara Munroe thinks she’s safe. Then a ruthless gang stalks her from Colorado to Mexico. Thankfully, ..."
Martini Regrets,Phyllis Smallman,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/martini-regrets/9781771510905_cover/311533691-1-eng-CA/9781771510905_cover_coverbookpage_embed.jpg,"Finalist for a 2014 USA Regional Excellence Book Award for Fiction.When Sherri Travis runs out of gas on a swampy road in the middle of the night, she is ..."
Martin John,Anakana Schofield,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/martin-john/9781771960342_cover/135906004-1-eng-CA/9781771960342_cover_coverbookpage_embed.jpg,"Martin John's mam says that she is glad he is done with it. But is Martin John done with it? He says he wants it to stop, his mother wants it to stop, we all ..."
"Mary, A Fiction and The Wrongs of Woman, or Maria",Mary Wollstonecraft,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mary-a-fiction-and-the-wrongs-of-woman-or-maria/9781554810222_cover/425565402-1-eng-CA/9781554810222_cover_coverbookpage_embed.jpg,"Mary Wollstonecraft wrote these two novellas at the beginning and end of her years of writing and political activism. Though written at different times, they ..."
Mary Cyr,David Adams Richards,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mary-cyr/9780385682480_cover/385791611-1-eng-CA/9780385682480_cover_coverbookpage_embed.jpg,A fresh new novel from a Canadian literary legend--this time with an extraordinary and unforgettable woman protagonist who is sure to become one of the great ...
Mary Cyr,David Adams Richards,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mary-cyr2/9780385682503_cover/385353119-1-eng-CA/9780385682503_cover_coverbookpage_embed.jpg,"From a coal mine in Mexico to a wealthy family in New Brunswick, this extraordinary novel revolves around a single mysterious woman: Mary Cyr.Mary Cyr opens ..."
Mary Green,Melanie Kerr,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mary-green/9780986649448_cover/222505138-1-eng-CA/9780986649448_cover_coverbookpage_embed.jpg,"Mary Green, obscure orphan and ward of the wealthy Hargreaves family, has always accepted her inferior position with grace, humility, and gratitude. When she ..."
Mary Green,Melanie Kerr,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mary-green/9780986649448_cover/222505138-1-eng-CA/9780986649448_cover_coverbookpage_embed.jpg,"Mary Green, obscure orphan and ward of the wealthy Hargreaves family, has always accepted her inferior position with grace, humility, and gratitude. When she ..."
"Mary, Mary",Lesley Crewe,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mary-mary/9781771084536_cover/365891960-1-eng-CA/9781771084536_cover_coverbookpage_embed.jpg,"In a Cape Breton family of black sheep, Mary is pure as the driven snow. She is patient and kind with her alcoholic grandmother and volatile mother, loyal and ..."
"Marzipan Fruit Basket, The",Lucy E. M. Black,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/marzipan-fruit-basket-the/9781771333771_cover/295304642-1-eng-CA/9781771333771_cover_coverbookpage_embed.jpg,"The stories in this collection are unifed by a sense of dislocation. In each of the pieces, there is an underlying element of disturbance and disharmony. ..."
Más que un matrimonio de conveniencia,Dani Collins,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mas-que-un-matrimonio-de-conveniencia/9780373518906_cover/422820134-1-eng-CA/9780373518906_cover_coverbookpage_embed.jpg,"Todo empezó con una firma?Rico, poderoso y con una hermosa mujer, parecía que el magnate griego Gideon Vozaras lo tenía todo. Lo que el mundo no sabía era ..."
Matadora,Elizabeth Ruth,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/matadora/9781770862081_cover/315168512-1-eng-CA/9781770862081_cover_coverbookpage_embed.jpg,"Set in Spain and Mexico during the 1930s, Matadora tells the story of Luna Caballero Garcia, an impoverished and intrepid servant attempting to make her name ..."
Mathilda,Mary Shelley,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mathilda/9781554812271_cover/425584163-1-eng-CA/9781554812271_cover_coverbookpage_embed.jpg,"Mary Shelley’s Mathilda, the story of one woman’s existential struggle after learning of her father’s desire for her, has been identified as Shelley’s ..."
Mating for Life,Marissa Stapley,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mating-for-life2/9781476770253_cover/253654813-1-eng-CA/9781476770253_cover_coverbookpage_embed.jpg,"With pitch-perfect honesty and heartwarming humor, this captivating debut explores marriage, motherhood, identity, and what it takes to love someone—family ..."
Mating for Life,Marissa Stapley,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mating-for-life3/9781501139796_cover/419702354-1-eng-CA/9781501139796_cover_coverbookpage_embed.jpg,"Maine meets Girls in White Dresses in this Globe and Mail bestseller about three very different sisters, their feminist mother, and what it takes to love ..."
MATRIMONIO EQUIVOCADO,Barbara Dunlop,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/matrimonio-equivocado/9780373357604_cover/420105154-1-eng-CA/9780373357604_cover_coverbookpage_embed.jpg,"Se convertiría en la esposa del mejor postor?Si quería salvar la fortuna familiar, el millonario Jack Osland tendría que casarse con una mujer a la que ..."
"Matter of Life and Death or Something, A",Ben Stephenson,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/matter-of-life-and-death-or-something-a/9781926812717_cover/420512607-1-eng-CA/9781926812717_cover_coverbookpage_embed.jpg,"Short-listed for the International IMPAC DUBLIN Literary Award.The big-hearted story of a ten-year-old boy, a notebook and the meaning of the universe.Even ..."
Matter of Malice,Thomas King,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/matter-of-malice/9781443457071_cover/424274307-1-eng-CA/9781443457071_cover_coverbookpage_embed.jpg,"When a TV producer asks Thumps to assist with an episode about a local woman from a wealthy family whose death was ruled “misadventure,” he is reluctant to ..."
Matter With Morris,David Bergen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/matter-with-morris/9781554687749_cover/220492888-1-eng-CA/9781554687749_cover_coverbookpage_embed.jpg,"Shortlisted for the 2010 Scotiabank Giller Prize!When Morris Schutt, a prominent newspaper columnist, surveys his life over the past year, he sees disaster ..."
Matthew's Children,C.J. Carmichael,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/matthew-s-children2/9780373782512_cover/420310724-1-eng-CA/9780373782512_cover_coverbookpage_embed.jpg,"The rumor at their law firm claims that Jane Prentice is the reason for Matthew Gray’s divorce. Matt only wishes it were true. Ever since his marriage ended, ..."
Maverick Christmas Surprise,Brenda Harlen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/maverick-christmas-surprise2/9781335574251_cover/420079715-1-eng-CA/9781335574251_cover_coverbookpage_embed.jpg,A GIFT THE COWBOY DIDN’T EXPECT The last thing Wilder Crawford expected was to find a baby on his doorstep on Christmas morning. His baby? Maybe—and he ...
