title,authors,image,description
The Black Joke,Farley Mowat,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-black-joke2/9780771064692_cover/391753835-1-eng-CA/9780771064692_cover_coverbookpage_embed.jpg,"The Black Joke is a rousing sea story in the tradition of the great classic pirate tales. The time is the 1930s. The loot is bootleg liquor, not pirate gold. ..."
The Black Queen Stories,Barry Callaghan,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-black-queen-stories/9781552786611_cover/94527323-1-eng-CA/9781552786611_cover_coverbookpage_embed.jpg,"Fourteen tales about people–the sensual, ambiguous relationship of people to each other and the world they live in; resonant tales about men and women ..."
The Black Tortoise,Ronald Tierney,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-black-tortoise/9781459812406_cover/210471786-1-eng-CA/9781459812406_cover_coverbookpage_embed.jpg,"Peter Strand is half Chinese and half Cherokee and was adopted by an elderly white couple from Phoenix. Now he's a forensic accountant in San Francisco, where ..."
The Blasphemy Tour,Jass Richards,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blasphemy-tour2/9781926891453_cover/230911788-1-eng-CA/9781926891453_cover_coverbookpage_embed.jpg,"Two Canadian atheists go on a cross-country speaking tour of American Bible Colleges, and oh god, they end up committing all sorts of blasphemies. Philosophy ..."
The Bleeds,Dimitri Nasrallah,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bleeds/9781550654806_cover/391474321-1-eng-CA/9781550654806_cover_coverbookpage_embed.jpg,"From the author of the widely acclaimed Niko comes a fresh take on the political thriller, an allegory of power and privilege resurrected from the thwarted ..."
The Blind Assassin,Margaret Atwood,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blind-assassin4/9780771008917_cover/413807866-1-eng-CA/9780771008917_cover_coverbookpage_embed.jpg,"“Ten days after the war ended, my sister Laura drove a car off a bridge.”&nbsp;Iris Chase Griffen, married at eighteen to a wealthy industrialist but now poor ..."
The Blithedale Romance,Nathaniel Hawthorne,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blithedale-romance/9781554811236_cover/425582723-1-eng-CA/9781554811236_cover_coverbookpage_embed.jpg,"Inspired by Nathaniel Hawthorne’s own experience as a member of the famous Brook Farm Community, which the author describes in his preface as the “most ..."
The Blondes,Emily Schultz,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blondes/9780385671057_cover/181955724-1-eng-CA/9780385671057_cover_coverbookpage_embed.jpg,"A breakout novel for a young writer whose last book was shortlisted for the Trillium Prize alongside Anne Michaels and Margaret Atwood, and whom the Toronto ..."
The Blondes,Emily Schultz,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blondes2/9780385671071_cover/398425791-1-eng-CA/9780385671071_cover_coverbookpage_embed.jpg,"A breakout novel for a young writer whose last book was shortlisted for the Trillium Prize alongside Anne Michaels and Margaret Atwood, and whom the Toronto ..."
The Bloodlight Chronicles: Reconciliation,Steve Stanton,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bloodlight-chronicles-reconciliation/9781550229547_cover/226450549-1-eng-CA/9781550229547_cover_coverbookpage_embed.jpg,"Despite&nbsp;its futuristic technical&nbsp;trappings, enduring family bonds are at the core of this riveting techno-thriller. An alien virus that prolongs life has ..."
The Bloodlight Chronicles: Redemption,Steve Stanton,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bloodlight-chronicles-redemption/9781550229998_cover/332186611-1-eng-CA/9781550229998_cover_coverbookpage_embed.jpg,"Presenting the thrilling culmination of the epic sci-fi Series, this novel revisits a world where global economic activity is carried out in a virtual-gaming ..."
The Bloodlight Chronicles: Retribution,Steve Stanton,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bloodlight-chronicles-retribution/9781550229899_cover/226711968-1-eng-CA/9781550229899_cover_coverbookpage_embed.jpg,"In a post-cyberpunk future, Mia and Zakariah Davis risk their lives to secure an activated sample of the life-prolonging “eternal virus” for their son Rix. ..."
The Blue Castle,L.M. Montgomery,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blue-castle/9781550026665_cover/393205275-1-eng-CA/9781550026665_cover_coverbookpage_embed.jpg,Valancy lives a drab life with her overbearing mother and prying aunt. Then a shocking diagnosis from Dr. Trent prompts her to make a fresh start. For the ...
The Blue Guitar,Ann Ireland,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blue-guitar/9781459705869_author/425484467-1-eng-CA/9781459705869_author_coverbookpage_embed.jpg,Nerves crunch at the international classical guitar competition in Montreal. There is more than pretty music being performed on this stage. At the ...
The Blue Light Project,Timothy Taylor,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blue-light-project/9780307399311_cover/385559201-1-eng-CA/9780307399311_cover_coverbookpage_embed.jpg,"From one of Canada’s finest writers comes a masterful novel about the clash of art and advertising, the cultish grip of celebrity and the intense ..."
The Blue Light Project,Timothy Taylor,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blue-light-project2/9780307399304_cover/97480593-1-eng-CA/9780307399304_cover_coverbookpage_embed.jpg,"From one of Canada’s finest writers comes a masterful novel about the clash of art and advertising, the cultish grip of celebrity and the intense ..."
The Blue Mountains of China,Rudy Wiebe,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blue-mountains-of-china/9780771094712_cover/385875126-1-eng-CA/9780771094712_cover_coverbookpage_embed.jpg,For readers of Wiebe's Of This Earth: A Mennonite Boyhood in the Boreal Forest and Sandra Birdsell's The Russländer.An epic novel on the Mennonite ...
The Blue Notebook,Michel Tremblay,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blue-notebook/9780889226197_cover/419178316-1-eng-CA/9780889226197_cover_coverbookpage_embed.jpg,"When Fine Dumas’s notorious transvestite Boudoir is shut down after Expo 67, Céline is condemned to go back to working as a waitress at Le Sélect, ..."
The Blue Road,Wayde Compton,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blue-road/9781551527772_cover/424853220-1-eng-CA/9781551527772_cover_coverbookpage_embed.jpg,"A Quill and Quire Best Book of the YearIn this stunning graphic novel, Lacuna is a girl without a family, a past, or a proper home. She lives alone in a swamp ..."
The Blythes Are Quoted,L.M. Montgomery,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blythes-are-quoted/9780670063918_cover/267755695-1-eng-CA/9780670063918_cover_coverbookpage_embed.jpg,The Blythes Are Quoted is the last work of fiction by the internationally celebrated author of Anne of Green Gables. Intended by L.M. Montgomery to be the ...
The Blythes Are Quoted,L.M. Montgomery,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-blythes-are-quoted2/9780735234680_cover/367693738-1-eng-CA/9780735234680_cover_coverbookpage_embed.jpg,"With an Afterword by Elizabeth Rollins Epperly &nbsp; L.M. Montgomery won the world over with the young, tenacious Anne and her adventures. Now, in the last book ..."
The Boat People,Sharon Bala,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-boat-people/9780771024290_cover/410319612-1-eng-CA/9780771024290_cover_coverbookpage_embed.jpg,"By the winner of The Journey Prize, and inspired by a real incident, The Boat People is a gripping and morally complex novel about a group of refugees who ..."
The Boat Who Wouldn't Float,Farley Mowat,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-boat-who-wouldn-t-float/9780771064630_cover/391977086-1-eng-CA/9780771064630_cover_coverbookpage_embed.jpg,"It seemed like a good idea. Tired of everyday life ashore, Farley Mowat would find a sturdy boat in Newfoundland and roam the salt sea over, free as a bird. ..."
The Bodice Ripper,Byron Rempel,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bodice-ripper/9781927855713_cover/421402837-1-eng-CA/9781927855713_cover_coverbookpage_embed.jpg,Anna Hill is a McGill assistant professor of Medieval History and Gender on the eve of her 40th birthday. She specializes in the birth of romance. But after ...
The Body in Question,Jill Ciment,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-body-in-question/9781524747985_cover/403364701-1-eng-CA/9781524747985_cover_coverbookpage_embed.jpg,***&nbsp;NEW YORK TIMES&nbsp;100 NOTABLE BOOKS OF THE YEAR ***From the author of Heroic Measures (“Smart and funny and completely surprising . . . I loved every ...
The Body of the Beasts,Audrée Wilhelmy,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-body-of-the-beasts/9781487006105_cover/420887211-1-eng-CA/9781487006105_cover_coverbookpage_embed.jpg,"Reminiscent of Gaétan Soucy’s The Little Girl Who Was Too Fond of Matches and William Golding’s Lord of the Flies, Audrée Wilhemy’s The Body of Beasts ..."
The Bone Mother,David Demchuk,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bone-mother/9781771484213_cover/407765534-1-eng-CA/9781771484213_cover_coverbookpage_embed.jpg,SHORT-LISTED FOR THE 2018 AMAZON CANADA FIRST NOVEL AWARD! LONG-LISTED FOR THE 2017 SCOTIABANK GILLER PRIZE!FINALIST FOR THE 2017 SHIRLEY JACKSON AWARD!Three ...
The Bone Sharps,Tim Bowling,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bone-sharps/9781554470358_cover/422069131-1-eng-CA/9781554470358_cover_coverbookpage_embed.jpg,"Tim Bowling’s new novel is a fictionalized account of the life and work of Charles Sternberg (1850–1943), student of the renowned American ..."
The Bones of the Past,Craig A. Munro,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-bones-of-the-past/9781942645337_cover/420617642-1-eng-CA/9781942645337_cover_coverbookpage_embed.jpg,The Night Guard walk the streets of the old kingdom of Bialta seeking out threats that are beyond the abilities of the common soldier. Nial is one such ...
The Book of Human Skin,Michelle Lovric,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-book-of-human-skin2/9780143177265_cover/193645774-1-eng-CA/9780143177265_cover_coverbookpage_embed.jpg,"Midday, May 13, 1784: An earthquake in Peru tears up the white streets of Arequipa. As the dust settles, a young girl arrives at the devastated convent of ..."
The Book Of Negroes,Lawrence Hill,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-book-of-negroes3/9781554681563_cover/424238373-1-eng-CA/9781554681563_cover_coverbookpage_embed.jpg,Abducted as an 11-year-old child from her village in West Africa and forced to walk for months to the sea in a coffle—a string of slaves— Aminata Diallo is ...
The Book Of Negroes,Lawrence Hill,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-book-of-negroes4/9781443408981_cover/424456467-1-eng-CA/9781443408981_cover_coverbookpage_embed.jpg,Abducted as an 11-year-old child from her village in West Africa and forced to walk for months to the sea in a coffle—a string of slaves— Aminata Diallo is ...
The Book Of Negroes,Lawrence Hill,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-book-of-negroes5/9781443409094_cover/424136162-1-eng-CA/9781443409094_cover_coverbookpage_embed.jpg,Abducted as an 11-year-old child from her village in West Africa and forced to walk for months to the sea in a coffle—a string of slaves— Aminata Diallo is ...
The Book Of Negroes Movie Tie-In,Lawrence Hill,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-book-of-negroes-movie-tie-in/9781443442107_cover/424253541-1-eng-CA/9781443442107_cover_coverbookpage_embed.jpg,"From its first publication in 2007, Lawrence Hill's masterpiece, The Book of Negroes, has touched readers around the world with its unforgettable story. Now a ..."
The Book of Stanley,Todd Babiak,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-book-of-stanley/9780771009914_cover/391865879-1-eng-CA/9780771009914_cover_coverbookpage_embed.jpg,"A riotous new novel from the #1 bestselling author of the hit sensation The Garneau Block.By all accounts, Stanley Moss is an average man. A retired florist, ..."
The Book of Stanley,Todd Babiak,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-book-of-stanley2/9780771009891_cover/97028725-1-eng-CA/9780771009891_cover_coverbookpage_embed.jpg,"A riotous new novel from the #1 bestselling author of the hit sensation The Garneau Block.By all accounts, Stanley Moss is an average man. A retired florist, ..."
The Book of Stolen Tales,D J Mcintosh,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-book-of-stolen-tales/9780143175742_cover/207757374-1-eng-CA/9780143175742_cover_coverbookpage_embed.jpg,"In 2011 D.J. McIntosh took the book world by storm with her bestselling debut novel,  The Witch of Babylon.  Praised for its &quot;stellar research&quot; and &quot;superb ..."
The Book of Stolen Tales,D J Mcintosh,https://images.49thshelf.com/var/ezflow_site/storage/images/books/t/the-book-of-stolen-tales2/9780143175759_cover/391630284-1-eng-CA/9780143175759_cover_coverbookpage_embed.jpg,"In 2011, D.J. McIntosh took the book world by storm with her bestselling debut novel, The Witch of Babylon. Praised by The Globe and Mail for its “stellar ..."
