isbn,title,authors,overview
9780060198671,Buried At Sea: A Novel Of Suspense,['Paul Garrison'],"""Jim Leighton is young, fit, and hungry for excitement - and his dream of adventure is coming true, now that he's been hired as a deckhand and personal trainer to a wealthy investment banker and setting sail for Rio de Janeiro aboard the luxury yacht Hustle."" ""But Jim's enigmatic employer is not what he seems. With all his money, charm, and seafaring tales, Will Sparks is a man who's guarding a terrifying, potentially lethal secret. And in the middle of the Atlantic Ocean, Sparks makes a startling announcement: They are changing course for Africa because someone is pursuing them. Someone who wants them dead."" With no previous sailing experience - far from the sanctuary of land and in the company of a stranger who is possibly delusional and certainly dangerous - Jim is suddenly trapped in a harrowing race for survival across the vast waters of the globe, fleeing a faceless threat that inexplicably knows where they are and where they are going. And when destiny places him alone at the helm, Jim's options are reduced to two: sail or die, because the terror relentlessly approaching at breakneck speed will not be shaken off or deterred - nor will it rest until Hustle and Jim Leighton both lie broken and lifeless on the ocean floor."
9780060572037,"Ola Latina, La: Como Los Hispanos Elegiran Al Proximo Presidente De Los Estados Unidos (spanish Edition)",['Jorge Ramos'],"""Llevar mariachis, cocinar arroz con pollo y decir unas palabritas en español no es suficiente para atraer el voto hispano. Es preciso conocer la experincia latina y enfrentar con acciones concretas los principales problemas de la comunidad hispana. Es importante saber que nos preocupa tanto la economía como la guerra contra el terrorismo, que no somos un bloque político monolítico, que saltamos del inglés al español en la misma frase, que podemos leer a García Márquez y a Graham Greene, que nos emociona más Sammy Sosa que Mark McGuire y Shakira que Britney Spears, que somos muy jóvenes, que nos preocupan las escuelas y la falta de buenos trabajos, y que estamos aquí para quedarnos."""
9780060581091,Shamus In The Green Room: A Cece Caruso Mystery (also Titled Sam Spade In The Green Room),['Susan Kandel'],"""Los Angeles writer Cece Caruso is thrilled that her biography of the legendary Dashiell Hammett is headed for the big screen. Even better, she's been hired to tutor Rafe Simic, the actor cast as the lead. Okay, so he's not the sharpest knife in the drawer. At least he's easy on the eyes, and the money's good enough to feed Cece's addiction to vintage Yves St. Laurent."" ""But in the midst of her teaching him the ABCs of The Maltese Falcon and The Thin Man, the body of a woman is discovered and Rafe's picture is found among her effects. The woman was an old flame, and the facts - and Rafe's alibi - just don't add up. Cece, who makes her living getting into the minds of mystery writers, can't help but ask questions."" Cece sets out to find justice for the dead woman, even if it means pulling the plug on the movie - assuming someone doesn't pull the plug on Cece first."
9780060004705,"Engaged To Die (death On Demand Mysteries, No. 14)",['Carolyn Hart'],"""Nothing warms the heart like romance - even as the raw, cold winds of January chill the residents of Broward's Rock to the bone. But it's more than amore that intrigues mystery bookstore owner Annie Darling and her husband, Max, when wealthy, widowed art patron Virginia Neville announces engagement to Jake O'Neill, her handsome, charming, and much younger fiance, at a gala opening at the Neville gallery. Virginia's joyful announcement leaves many of the gathered - especially certain members of her resentful extended stepfamily - quite peeved. And one of the guests takes the news harder than the rest: before the last champagne bubble pops, murder disrupts the grand celebration."" Quickly deputized by Acting Police Chief Billy Cameron, troubleshooter Max Darling dives headfirst into the icy investigative waters, leaving wife Annie somewhat out in the cold. But since her young assistant, Chloe, is a prime suspect - and one of Jake O'Neill's most recent broken hearts - Annie is determined to untangle the unholy marriage of jealousy, blackmail, gunplay, and malicious mischief...even if it means crossing swords with hubby Max and placing herself in the perilous path of a cleverly sadistic stalker."
9780060544348,Strange Affair (inspector Banks Novels),['Peter Robinson'],"""On a warm summer night, an attractive woman hurtles north in a blue Peugeot with a hastily scrawled address in her pocket, while, back in London, a desperate man leaves an urgent late-night phone message on his brother's answering machine. By sunrise the next morning, the woman is found inside her car along an otherwise peaceful country lane, shot, execution-style, through the head."" ""Welcome to the idyllic Yorkshire Dales, where Detective Inspector Annie Cabbot arrives on the scene and discovers, to her surprise, a slip of paper in the dead woman's pocket that bears the name of her colleague and erstwhile lover, Detective Chief Inspector Alan Banks. Banks, meanwhile - already haunted and withdrawn after nearly dying in the fire that destroyed his home - has gone missing just when he's needed most, and has left plenty of questions behind."" As Annie struggles to determine whether or not Banks is safe - and what role he may have played in the woman's murder - Banks himself investigates the mysterious disappearance of his estranged brother, Roy, whose late-night call for help brings Banks back to London. Working from Roy's swank apartment, Banks makes the rounds to Roy's old haunts and slowly inhabits the life of his younger brother - the black sheep of the family, who always seemed to sail a little too close to the wind. As the trail of clues about Roy's life and associations draws Banks into a dark circle of conspiracy and corruption, mobsters and murder, Banks suddenly realizes he's running out of time to save Roy, and by digging too deep, he may be exposing himself and his family to the same - possibly deadly - danger."
9780028635538,"J.k. Lasser's Your Income Tax, 2000","['Lasser', 'J.k. Lasser Institute']","""Rated #1 . . . Excellent.""--USA TodayAmerica's all-time bestselling tax guide helps you get a jump on tax savingsFor over sixty years, more American people have relied on J. K. Lasser than any other tax guide to help them be prepared for tax time. J. K. Lasser's Your Income Tax 2001 takes the uncertainty out of filing by providing expert advice, practical examples, money-saving filing tips, and long-term planning strategies. This year's edition brings readers up-to-date on the latest tax legislation and IRS rulings, including a special tax planning section for self-employed people, investors, senior citizens, homeowners, and families. Extremelyuser-friendly, the guide includes easy-to-spot tax alert symbols that highlight new laws; filing tips; planning pointers; and tax traps. There's no easier-to-use guide.J. K. Lasser Institute's staff of tax professionals, lawyers, and financial planners has been explaining complex tax and financial information to taxpayers for over sixty years.<br>"
9780060843281,Vineyard Prey: A Martha's Vineyard Mystery,['Philip R Craig'],"""Thanksgiving has come and gone, and hunting season is in full swing on the Vineyard. J. W. Jackson - retired cop, dedicated fisherman, and passionate cook - is more or less holed up with his wife, Zee, and their two spunky kids for the winter. At least dear old dad has finally agreed to get a computer to keep them connected to the outside world! Otherwise, their cozy Vineyard home is pretty much cut off from civilization during this time of year."" ""Still, the world has a way of intruding on their idyllic winter setting. When J. W.'s old Vietnam buddy and Vineyard fishing companion, Joe Begay, asks to be met on Cape Cod and virtually smuggled back to the island, J. W. knows something's not right. Joe wouldn't be sneaking around and asking J. W. to do him odd favors if trouble weren't brewing. J. W. also knows that Begay wasn't merely a soldier, but he has also performed highly secretive work for the government ever since Vietnam."" ""Soon, the facts begin to emerge: A few years ago, Begay and five fellow agents were caught in the chaos of a bloody mission. Today, only two of the five remain. The others have died unexpectedly, and a killer known as the Easter Bunny may now be on his way to the island to take out Joe Begay."" ""Enter the seductive and highly dangerous Kate McLeod, the fifth member of Begay's secret government team. Why has Kate suddenly appeared on the Vineyard? Is she there to warn Begay, or could she be there to kill him? Even though Begay claims to trust her, J. W. is sticking close to Kate's side to make sure his friend is not being double-crossed."" J. W. has always admired and respected Begay, and would do anything to help him out - but he can't let Zee and the kids become targets in this cat-and-mouse game. Can J. W. divert the Bunny's attention long enough for Begay to take him out? And can he keep his family out of harm's way?"
9780060971755,Feel Like Going Home: Portraits In Blues & Rock 'n' Roll,['Peter Guralnick'],"""The most loving book I have ever read about American popular music, and one of the more savvy.""--Greil Marcus, <i>Rolling Stone</i>

                        <p>""One of the finest books ever to appear on the subject of American musicians...original, brilliant...passionate.""--Jon Landau, Boston Phoenix
</p>"
9780025446151,American Zoom: Stock Car Racing-from The Dirt Tracks To Daytona,['Peter Golenbock'],"""There is no way you can imagine growing up in the thirties and thinking in the nineties this is where we are going to be."" This assertion by racing pioneer Junior Johnson best describes the rapid evolution of stock car racing. The races, which began as battles for bragging rights among bootleggers in the Deep South to see who had the fastest car, have become a multimillion-dollar sport associated with dozens of major corporations and numerous television networks. Long gone is the overriding image of good ol' boys running moonshine; NASCAR has become a glamorous, upscale, and thriving business throughout the country, a passion shared by millions of Americans who closely follow the Winston Cup series. With thirty-one races on the 1993 schedule at tracks from Watkins Glen, New York, to Sears Point, California, NASCAR reaffirms that there is nothing more at the root of the American mindset than cars. With capacity crowds at each event, the races have been described as a middle-aged Woodstock - only instead of rock and roll it's a celebration of fast cars and American tradition. American Zoom is the first and only book to capture the true flavor of this homegrown pastime. Peter Golenbock, with six bestsellers to his name, has earned a reputation as one of the most successful and respected sports authors. In his tumultuous histories of the New York Yankees (Dynasty, The Bronx Zoo, and Balls) and Brooklyn Dodgers (Bums), his revelatory and controversial book with Billy Martin (Number 1), and his expose of the North Carolina State basketball program (Personal Fouls), Golenbock has changed our perceptions of sports. Now, having spent a year and a half talking with all the main players of NASCAR, Golenbock offers an oral history as told by the great drivers, mechanics, promoters, and others who have made the sport what it is today, talking about the people and cars who have made racing history. American Zoom is also the consummate insider's book, profiling the character"
9780061300943,The Present Age,['Soren Kierkegaard'],"""Those who would know Kierkegaard, the intesely religious humorist, the irrepressibly witty critic of his age and ours, can do no better than to begin with this book. [In it] we find the heart of Kierkagaard. It is not innocuous, not genteel, not comfortable. He does not invite the reader to realx and have a little laugh with him at the expense of other people or at his own foibles. Kierkegaard deliberately challenges the reader's whole existence.
<p>""Nor does he merely challenge our <u>existence;</u> he also questions some ideas that had become well entrenched in his time and that are even more characteristic of the present age. Kierkegaard insists, for example, that Christianity was from the start essentially authoritarian--not just that the Catholic Church was, or that Calvin was, or Luther, or, regrettably, most of the Christian churches, but that Christ was--and is. Indeed, though Kierkegaard was, and wished to be, an individual, and even said that on his tombstone he would like no other epitaph than 'That Individual,' his protest against his age was centered in his lament over the loss of authority."" --Walter Kaufman, in the <u>Introduction</u></p>


                        <p>""Those would know Kierkegaard..can do no better than to begin with this book.""--Walter Kaufman
</p>"
9780060394448,Tommy's Tale: A Novel,"['Cumming, Alan , 1965-']","""Until yesterday I'd had a carefree existence. It was great. I had a laugh with Charlie, we went out, did drugs, had great sex, had a laugh, I saw Finn, I had a laugh. And now today, today, since the second I opened my eyes, the pair of them had turned into ogres of potential angst, pain, and — oh no, the worst of all — responsibility.""
<p>Tommy is twenty-nine, lives and loves in London, and has a morbid fear of the c word — commitment, the b word — boyfriend, and the f word — forgetting to call his drug dealer before the weekend. But when he begins to feel the urge to become a father, he starts to wonder if his chosen lifestyle can ever make him happy. His flatmates, the eccentric, maternal Sadie and the stoic, supportive Bobby, encourage Tommy to tone down his lifestyle a wee bit and accept the fact that he's got to grow up sometime. His boyfriend, Charlie (whose son, Finn, is the epitome of childhood charm), wishes that Tommy could make a real commitment to their relationship. But can he?</p>
<p>Faced with the choice of maintaining his hedonistic, drugged-out, and admittedly fabulous existence or chucking it all in favor of a far more sensitive, fulfilling, and — let's face its — lightly staid lifestyle, Tommy finds himself in a true quandary. Through a series of adventures and misadventures that lead him from London nightspots to New York bedrooms and back, our boy Tommy manages to answer some of life's most pressing questions — and even some he never thought to ask.</p>
<p>Perfectly pitched, with scathing witticisms and deadpan observations, <i>Tommy's Tale</i> is a rollicking, tongue-in-cheek opus of absolute debauchery and reluctant redemptionthat's simply not to be missed.</p>"
9780061173516,The Black Tower: A Novel (p.s.),['Louis Bayard'],"""Vidocq. The name strikes terror in the Parisian underworld of 1818. As founder and chief of a newly created plainclothes police force, Vidocq has used his mastery of disguise and surveillance to capture some of France's most notorious and elusive criminals. Now he is hot on the trail of a tantalizing mystery - the fate of the young dauphin Louis-Charles, son of Marie-Antoinette and King Louis XVI."" ""Hector Carpentier, a medical student, lives with his widowed mother in her once-genteel home, now a boardinghouse, in Paris's Latin Quarter, helping the family make ends meet in the politically perilous days of the restoration. Three blocks away,a man has been murdered, and Hector's name has been found on a scrap of paper in the dead man's pocket: a case for the unparalleled deductive skills of Eugene Francois Vidocq, the most feared man in the Paris police. At first suspicious of Hector's role in the murder, Vidocq gradually draws him into an exhilarating - and dangerous - search that leads them to the true story of what happened to the son of the murdered royal family."" ""Officially, the Dauphin died a brutal death in Paris's dreaded Temple - a menacing black tower from which there could have been no escape - but speculation has long persisted that the ten-year-old heir may have been smuggled out of his prison cell. When Hector and Vidocq stumble across a man with no memory of who he is, they begin to wonder if he is the Dauphin himself, come back from the dead. Their suspicions deepen with the discovery of a diary that reveals Hector's own shocking link to the boy in the tower - and leaves him bound and determined to see justice done, no matter the cost."" In The Black Tower, LouisBayard interweaves political intrigue, epic treachery, cover-ups, and conspiracies into a portrait of family redemption - and brings to life an indelible portrait of the mighty and profane Eugene Francois Vidocq, history's first great detective."
9780020427254,Walk On The Wild Side,['Nicholas Christopher'],"""Walk on the Wild Side"", the first anthology to plumb the maze of American urban life, gives us the city in all its forms: ethnic, economic, religious, political, sexual, intellectual. Poet and novelist Nicholas Christopher has chosen 115 poems from sixty poets, representing more than twenty cities. These are not just poems ""about"" cities, or with the city as subject; they filter and radiate the diversity and vitality of today's cities, from the electric night of New York to the sun-blanked sprawl of Los Angeles, from the factories of Pittsburgh to the waterfront of New Orleans. A kinetic mix of new voices and established writers, ""Walk on the Wild Side"" presents the timeless themes of poetry through the prism of our unique urban experience.

                        <p>In cities like New York, Chicago, and San Francisco, poetry is reclaiming a place in our culture, as evidenced by hundreds of readings each month. With the city as its focus, Walk on the Wild Side is the first anthology to tap into the urban resurgence of American poetry. Features 120 poems.
</p>"
9780061340697,The Sacred Blood: A Novel,['Michael Byrnes'],"""When American geneticist Charlotte Hennesey examined what she believed were the bones of Jesus, the Vatican tried to stop word of her discovery from spreading. Now her proof has vanished."" ""But the bones were just the beginning. In her tests, Charlotte discovers that the DNA extracted from the bones contains miraculous powers. Dying from cancer, the determined scientist uses herself as a human guinea pig to astonishing results. When she injects herself with this miracle DNA, the bone cancer that is slowly killing her doesn't just go into remission, it vanishes completely. It seems the DNA has the ability to repair damaged genes, to heal the sick, to cure incurable diseases. And much to her surprise, Charlotte discovers that now she possesses these very powers."" But someone wants those bones - and Charlotte. Rabbi Aaron Cohen - a descendent of the biblical Aaron and the high priests of the long-destroyed Temple in Jerusalem - foresees a time when Jerusalem's Temple Mount is cleared of the Dome of the Rock and the al-Aqsa Mosque and replaced with the Third Temple. And for Cohen, that time is now. Cohen's family has been the guardian of the Ark of the Covenant for many years and he is ready to retrieve the Ark from its hiding place and bring it back to Jerusalem to unleash its awesome power. He has only one problem - he cannot touch the Ark because his bloodline isn't pure. Charlotte, her blood now purified by Jesus Christ's own DNA, is kidnapped and brought to Israel in order to open the Ark."
9780060526122,Burro Genius: A Memoir,['Victor Villasenor'],"""When Victor Villasenor stood at the podium and looked at the group of teachers amassed before him, he became enraged. He had never spoken in public before. His mind was flooded with childhood memories filled with humiliation, misunderstanding, and abuse at the hands of his teachers. With his heart pounding, he began to speak of these incidents. To his disbelief, the teachers before him responded to his embittered recollection with a standing ovation. Many could not contain their own tears."" ""So begins a touching memoir of an extremely angry adolescent. Highly gifted and imaginative, Villasenor coped with an untreated learning disability (he was finally diagnosed with extreme dyslexia at the age of forty-four) and the frustration he felt growing up Latino in an English-only American school system that had neither the cultural understanding nor the resources to deal with Hispanic students."" Often beaten by his teachers because he could not speak English, Villasenor was made to feel ashamed about his heritage, and even questioned the core values prioritized by his tight-knit family. Villasenor's dyslexia, and growing frustration over not fitting in, fueled his dream to one day become a writer. He is now considered one of the premier writers of our time."
9780030206146,Using Microsoft Works 4.0 For Windows 95 (dryden Press Series In Information Systems),"['Gwynne Larsen', 'Kathryn A. Marold']","(The book) is intended for those interested in learning about the newest generation of IBM/compatible microcomputers and for learning ways to increase personal productivity by using computers. This computer literacy textbook concentrates on using microcomputers for personal information systems.... This textbook refers to the newer microcomputer hardware configurations, the newer operating system, and the newer software applications.... The student is free to delve narrowly or deeply into each application. The target audience is the general PC user, not the more technical information systems major. (The authors) goal is to make using microcomputers easier to learn and understand. -Pref.

                        <p>[The book] is intended for those interested in learning about the newest generation of IBM/compatible microcomputers and for learning ways to increase personal productivity by using computers. This computer literacy textbook concentrates on using microcomputers for personal information systems.... This textbook refers to the newer microcomputer hardware configurations, the newer operating system, and the newer software applications.... The student is free to delve narrowly or deeply into each application. The target audience is the general PC user, not the more technical information systems major. [The authors] goal is to make using microcomputers easier to learn and understand. -Pref.
</p>"
9780029205280,Men Astutely Trained A History of the Jesuits in the American Century,['Peter McDonough'],"(This) courageous, ambitious book . . . captures the authentic drama of the Jesuits' confrontation with American modernity.--James T. Fisher, Assistant Professor of American Studies, Yale University. (Roman Catholicism)"
9780024184429,Political ideology in the modern world,['Bernard Susser'],"*HH03, Political Ideology in the Modern World, Susser(Bar Ilan University), U6882-7, 384 pp., 7 x 9 1/4, 0-024-18442-x, paperbound, 1995, $23.250nk, December*/In this idea-centered text, the author draws the reader into the spirited give and take that ideological debate ignites by presenting ideological positions as if they were being argued by a skillful advocate. The theoretical introduction provides the intellectual framework through which the various ideological positions are properly understood."
9780060505080,Afghanistan: A Short History Of Its People And Politics,['Martin Ewans'],"<b>A fascinating chronicle of a nation's turbulent history.</b><br>
<p>Reaching back to earliest times, Martin Ewans examines the historical evolution of one of today's most dangerous breeding grounds of global terrorism. After a succession of early dynasties and the emergence of an Afghan empire during the eighteenth century, the nineteenth and early twentieth century saw a fierce power struggle between Russia and Britain for supremacy in Afghanistan that was ended by the nation's proclamation of independence in 1919. A communist coup in the late 1970s overthrew the established regime and led to the invasion of Soviet troops in 1979. Roughly a decade later, the Soviet Union withdrew, condemning Afghanistan to a civil war that tore apart the nation's last remnants of religious, ethnic, and political unity. It was into this climate that the Taliban was born.</p>
<p>Today, war-torn and economically destitute, Afghanistan faces unique challenges as it looks toward an uncertain future. Martin Ewans carefully weighs the lessons of history to provide a frank look at Afghanistan's prospects and the international resonances of the nation's immense task of total political and economic reconstruction.</p>"
